product,state,rider,coverage_type,gender,age_min,age_max,monthly_rate,daily_benefit,benefit_amount,units,plan_type,available
C10,MI,,ADULT_WITH_CHILDREN,FEMALE,40,49,7.15,,,15,,Y
C10,MI,,ADULT_WITH_CHILDREN,FEMALE,50,59,10.52,,,15,,Y
C10,MI,,ADULT_WITH_CHILDREN,FEMALE,60,69,11.75,,,15,,Y
C10,MI,,ADULT_WITH_CHILDREN,FEMALE,70,120,13.32,,,15,,Y
C10,MI,ADD_PER_POLICY,,,,,1.5,,,15,,Y
C10,MI,,ONE_ADULT,MALE,19,29,1.59,,,20,,Y
C10,MI,,ONE_ADULT,MALE,30,39,4.82,,,20,,Y
C10,MI,,ONE_ADULT,MALE,40,49,11.62,,,20,,Y
C10,MI,,ONE_ADULT,MALE,50,59,22.52,,,20,,Y
C10,MI,,ONE_ADULT,MALE,60,69,35.32,,,20,,Y
C10,MI,,ONE_ADULT,MALE,70,120,46.55,,,20,,Y
C10,MI,,ONE_ADULT,FEMALE,19,29,2.2,,,20,,Y
C10,MI,,ONE_ADULT,FEMALE,30,39,3.95,,,20,,Y
C10,MI,,ONE_ADULT,FEMALE,40,49,7.87,,,20,,Y
C10,MI,,ONE_ADULT,FEMALE,50,59,12.35,,,20,,Y
C10,MI,,ONE_ADULT,FEMALE,60,69,15.67,,,20,,Y
C10,MI,,ONE_ADULT,FEMALE,70,120,17.75,,,20,,Y
C10,MI,,ADULT_WITH_CHILDREN,MALE,19,29,3.25,,,20,,Y
C10,MI,,ADULT_WITH_CHILDREN,MALE,30,39,6.49,,,20,,Y
C10,MI,,ADULT_WITH_CHILDREN,MALE,40,49,13.29,,,20,,Y
C10,MI,,ADULT_WITH_CHILDREN,MALE,50,59,24.19,,,20,,Y
C10,MI,,ADULT_WITH_CHILDREN,MALE,60,69,35.32,,,20,,Y
C10,MI,,ADULT_WITH_CHILDREN,MALE,70,120,46.55,,,20,,Y
C10,MI,,ADULT_WITH_CHILDREN,FEMALE,19,29,3.87,,,20,,Y
C10,MI,,ADULT_WITH_CHILDREN,FEMALE,30,39,5.62,,,20,,Y
C10,MI,,ADULT_WITH_CHILDREN,FEMALE,40,49,9.54,,,20,,Y
C10,MI,,ADULT_WITH_CHILDREN,FEMALE,50,59,14.02,,,20,,Y
C10,MI,,ADULT_WITH_CHILDREN,FEMALE,60,69,15.67,,,20,,Y
C10,MI,,ADULT_WITH_CHILDREN,FEMALE,70,120,17.75,,,20,,Y
C10,MI,ADD_PER_POLICY,,,,,1.5,,,20,,Y
H34,MI,BASE,IND,MALE,19,34,2.4,50,,,,Y
H34,MI,BASE,IND,MALE,35,44,4.2,50,,,,Y
H34,MI,BASE,IND,MALE,45,54,7.1,50,,,,Y
H34,MI,BASE,IND,MALE,55,59,10.89,50,,,,Y
H34,MI,BASE,IND,MALE,60,64,16.3,50,,,,Y
H34,MI,BASE,IND,MALE,65,69,22.1,50,,,,Y
H34,MI,BASE,IND,MALE,70,74,27.1,50,,,,Y
H34,MI,BASE,IND,MALE,75,80,32.9,50,,,,Y
H34,MI,BASE,IND,FEMALE,19,34,3.7,50,,,,Y
H34,MI,BASE,IND,FEMALE,35,44,5.9,50,,,,Y
H34,MI,BASE,IND,FEMALE,45,54,7.7,50,,,,Y
H34,MI,BASE,IND,FEMALE,55,59,10.4,50,,,,Y
H34,MI,BASE,IND,FEMALE,60,64,15.2,50,,,,Y
H34,MI,BASE,IND,FEMALE,65,69,20.6,50,,,,Y
H34,MI,BASE,IND,FEMALE,70,74,25.6,50,,,,Y
H34,MI,BASE,IND,FEMALE,75,80,31.4,50,,,,Y
H34,MI,BASE,IND,MALE,19,34,3.6,75,,,,Y
H34,MI,BASE,IND,MALE,35,44,6.3,75,,,,Y
H34,MI,BASE,IND,MALE,45,54,10.65,75,,,,Y
H34,MI,BASE,IND,MALE,55,59,16.33,75,,,,Y
H34,MI,BASE,IND,MALE,60,64,24.45,75,,,,Y
H34,MI,BASE,IND,MALE,65,69,33.15,75,,,,Y
H34,MI,BASE,IND,MALE,70,74,40.65,75,,,,Y
H34,MI,BASE,IND,MALE,75,80,49.35,75,,,,Y
H34,MI,BASE,IND,FEMALE,19,34,5.55,75,,,,Y
H34,MI,BASE,IND,FEMALE,35,44,8.85,75,,,,Y
H34,MI,BASE,IND,FEMALE,45,54,11.55,75,,,,Y
H34,MI,BASE,IND,FEMALE,55,59,15.6,75,,,,Y
H34,MI,BASE,IND,FEMALE,60,64,22.8,75,,,,Y
H34,MI,BASE,IND,FEMALE,65,69,30.9,75,,,,Y
H34,MI,BASE,IND,FEMALE,70,74,38.4,75,,,,Y
H34,MI,BASE,IND,FEMALE,75,80,47.1,75,,,,Y
H34,MI,BASE,IND,MALE,19,34,4.8,100,,,,Y
H34,MI,BASE,IND,MALE,35,44,8.4,100,,,,Y
H34,MI,BASE,IND,MALE,45,54,14.2,100,,,,Y
H34,MI,BASE,IND,MALE,55,59,21.77,100,,,,Y
H34,MI,BASE,IND,MALE,60,64,32.6,100,,,,Y
H34,MI,BASE,IND,MALE,65,69,44.2,100,,,,Y
H34,MI,BASE,IND,MALE,70,74,54.2,100,,,,Y
H34,MI,BASE,IND,MALE,75,80,65.8,100,,,,Y
H34,MI,BASE,IND,FEMALE,19,34,7.4,100,,,,Y
H34,MI,BASE,IND,FEMALE,35,44,11.8,100,,,,Y
H34,MI,BASE,IND,FEMALE,45,54,15.4,100,,,,Y
H34,MI,BASE,IND,FEMALE,55,59,20.8,100,,,,Y
H34,MI,BASE,IND,FEMALE,60,64,30.4,100,,,,Y
H34,MI,BASE,IND,FEMALE,65,69,41.2,100,,,,Y
H34,MI,BASE,IND,FEMALE,70,74,51.2,100,,,,Y
H34,MI,BASE,IND,FEMALE,75,80,62.8,100,,,,Y
H34,MI,BASE,IND,MALE,19,34,7.2,150,,,,Y
H34,MI,BASE,IND,MALE,35,44,12.6,150,,,,Y
H34,MI,BASE,IND,MALE,45,54,21.3,150,,,,Y
H34,MI,BASE,IND,MALE,55,59,32.66,150,,,,Y
H34,MI,BASE,IND,MALE,60,64,48.9,150,,,,Y
H34,MI,BASE,IND,MALE,65,69,66.3,150,,,,Y
H34,MI,BASE,IND,MALE,70,74,81.3,150,,,,Y
H34,MI,BASE,IND,MALE,75,80,98.7,150,,,,Y
H34,MI,BASE,IND,FEMALE,19,34,11.1,150,,,,Y
H34,MI,BASE,IND,FEMALE,35,44,17.7,150,,,,Y
H34,MI,BASE,IND,FEMALE,45,54,23.1,150,,,,Y
H34,MI,BASE,IND,FEMALE,55,59,31.2,150,,,,Y
H34,MI,BASE,IND,FEMALE,60,64,45.6,150,,,,Y
H34,MI,BASE,IND,FEMALE,65,69,61.8,150,,,,Y
H34,MI,BASE,IND,FEMALE,70,74,76.8,150,,,,Y
H34,MI,BASE,IND,FEMALE,75,80,94.2,150,,,,Y
H34,MI,RECUP,IND,MALE,19,34,3.7,50,,,,Y
H34,MI,RECUP,IND,MALE,35,44,6.5,50,,,,Y
H34,MI,RECUP,IND,MALE,45,54,10.7,50,,,,Y
H34,MI,RECUP,IND,MALE,55,59,16.09,50,,,,Y
H34,MI,RECUP,IND,MALE,60,64,24.0,50,,,,Y
H34,MI,RECUP,IND,MALE,65,69,32.4,50,,,,Y
H34,MI,RECUP,IND,MALE,70,74,39.8,50,,,,Y
H34,MI,RECUP,IND,MALE,75,80,47.7,50,,,,Y
H34,MI,RECUP,IND,FEMALE,19,34,6.3,50,,,,Y
H34,MI,RECUP,IND,FEMALE,35,44,9.9,50,,,,Y
H34,MI,RECUP,IND,FEMALE,45,54,12.4,50,,,,Y
H34,MI,RECUP,IND,FEMALE,55,59,15.9,50,,,,Y
H34,MI,RECUP,IND,FEMALE,60,64,22.4,50,,,,Y
H34,MI,RECUP,IND,FEMALE,65,69,30.6,50,,,,Y
H34,MI,RECUP,IND,FEMALE,70,74,38.0,50,,,,Y
H34,MI,RECUP,IND,FEMALE,75,80,45.9,50,,,,Y
A71,FL,BASE,IND,,18,49,1.58,,,1,,Y
A71,FL,BASE,FAM,,18,49,3.06,,,1,,Y
A71,FL,BASE,IND,,50,59,1.74,,,1,,Y
A71,FL,BASE,FAM,,50,59,3.38,,,1,,Y
A71,FL,BASE,IND,,60,64,2.13,,,1,,Y
A71,FL,BASE,FAM,,60,64,4.0,,,1,,Y
A71,FL,BASE,IND,,65,74,4.0,,,1,,Y
A71,FL,BASE,FAM,,65,74,7.76,,,1,,Y
A71,FL,BM000,IND,,18,49,2.13,,,1,,Y
A71,FL,BM000,FAM,,18,49,4.24,,,1,,Y
A71,FL,BM000,IND,,50,59,2.36,,,1,,Y
A71,FL,BM000,FAM,,50,59,4.71,,,1,,Y
A71,FL,BM000,IND,,60,64,2.83,,,1,,Y
A71,FL,BM000,FAM,,60,64,5.41,,,1,,Y
A71,FL,BM000_DOUBLE,IND,,18,49,2.67,,,1,,Y
A71,FL,BM000_DOUBLE,FAM,,18,49,5.41,,,1,,Y
A71,FL,BM000_DOUBLE,IND,,50,59,2.99,,,1,,Y
A71,FL,BM000_DOUBLE,FAM,,50,59,6.03,,,1,,Y
A71,FL,BM000_DOUBLE,IND,,60,64,3.53,,,1,,Y
A71,FL,BM000_DOUBLE,FAM,,60,64,6.82,,,1,,Y
A71,FL,BASE,IND,,18,49,2.91,,,2,,Y
A71,FL,BASE,FAM,,18,49,5.88,,,2,,Y
A71,FL,BASE,IND,,50,59,3.22,,,2,,Y
A71,FL,BASE,FAM,,50,59,6.5,,,2,,Y
A71,FL,BASE,IND,,60,64,4.0,,,2,,Y
A71,FL,BASE,FAM,,60,64,7.76,,,2,,Y
A71,FL,BASE,IND,,65,74,7.76,,,2,,Y
A71,FL,BASE,FAM,,65,74,15.26,,,2,,Y
A71,FL,BM000,IND,,18,49,4.0,,,2,,Y
A71,FL,BM000,FAM,,18,49,8.22,,,2,,Y
A71,FL,BM000,IND,,50,59,4.47,,,2,,Y
A71,FL,BM000,FAM,,50,59,9.16,,,2,,Y
A71,FL,BM000,IND,,60,64,5.41,,,2,,Y
A71,FL,BM000,FAM,,60,64,10.57,,,2,,Y
A71,FL,BM000_DOUBLE,IND,,18,49,4.0,,,2,,Y
A71,FL,BM000_DOUBLE,FAM,,18,49,8.22,,,2,,Y
A71,FL,BM000_DOUBLE,IND,,50,59,4.47,,,2,,Y
A71,FL,BM000_DOUBLE,FAM,,50,59,9.16,,,2,,Y
A71,FL,BM000_DOUBLE,IND,,60,64,5.41,,,2,,Y
A71,FL,BM000_DOUBLE,FAM,,60,64,10.57,,,2,,Y
A71,FL,BASE,IND,,18,49,4.24,,,3,,Y
A71,FL,BASE,FAM,,18,49,8.69,,,3,,Y
A71,FL,BASE,IND,,50,59,4.71,,,3,,Y
A71,FL,BASE,FAM,,50,59,9.63,,,3,,Y
A71,FL,BASE,IND,,60,64,5.88,,,3,,Y
A71,FL,BASE,FAM,,60,64,11.51,,,3,,Y
A71,FL,BM000,IND,,18,49,5.33,,,3,,Y
A71,FL,BM000,FAM,,18,49,11.04,,,3,,Y
A71,FL,BM000,IND,,50,59,5.96,,,3,,Y
A71,FL,BM000,FAM,,50,59,12.29,,,3,,Y
A71,FL,BM000,IND,,60,64,7.28,,,3,,Y
A71,FL,BM000,FAM,,60,64,14.32,,,3,,Y
A71,FL,BASE,IND,,18,49,5.57,,,4,,Y
A71,FL,BASE,FAM,,18,49,11.51,,,4,,Y
A71,FL,BASE,IND,,50,59,6.19,,,4,,Y
A71,FL,BASE,FAM,,50,59,12.76,,,4,,Y
A71,FL,BASE,IND,,60,64,7.75,,,4,,Y
A71,FL,BASE,FAM,,60,64,15.26,,,4,,Y
A71,FL,BM000,IND,,18,49,6.66,,,4,,Y
A71,FL,BM000,FAM,,18,49,13.85,,,4,,Y
A71,FL,BM000,IND,,50,59,7.44,,,4,,Y
A71,FL,BM000,FAM,,50,59,15.41,,,4,,Y
A71,FL,BM000,IND,,60,64,9.16,,,4,,Y
A71,FL,BM000,FAM,,60,64,18.07,,,4,,Y
A74,FL,BASE,IND,,18,60,9.5,,,1,,Y
A74,FL,BASE,IND,,18,60,18.75,,,2,,Y
C10,FL,,ONE_ADULT,MALE,19,29,1.28,,,5,,Y
C10,FL,,ONE_ADULT,MALE,30,39,1.6,,,5,,Y
C10,FL,,ONE_ADULT,MALE,40,49,2.31,,,5,,Y
C10,FL,,ONE_ADULT,MALE,50,59,3.42,,,5,,Y
C10,FL,,ONE_ADULT,MALE,60,69,5.3,,,5,,Y
C10,FL,,ONE_ADULT,MALE,70,120,6.75,,,5,,Y
C10,FL,,ONE_ADULT,FEMALE,19,29,1.44,,,5,,Y
C10,FL,,ONE_ADULT,FEMALE,30,39,1.91,,,5,,Y
C10,FL,,ONE_ADULT,FEMALE,40,49,2.7,,,5,,Y
C10,FL,,ONE_ADULT,FEMALE,50,59,3.18,,,5,,Y
C10,FL,,ONE_ADULT,FEMALE,60,69,3.78,,,5,,Y
C10,FL,,ONE_ADULT,FEMALE,70,120,4.78,,,5,,Y
C10,FL,,TWO_ADULT,COUPLE,19,29,1.84,,,5,,Y
C10,FL,,TWO_ADULT,COUPLE,30,39,2.63,,,5,,Y
C10,FL,,TWO_ADULT,COUPLE,40,49,4.14,,,5,,Y
C10,FL,,TWO_ADULT,COUPLE,50,59,5.72,,,5,,Y
C10,FL,,TWO_ADULT,COUPLE,60,69,8.2,,,5,,Y
C10,FL,,TWO_ADULT,COUPLE,70,120,10.65,,,5,,Y
C10,FL,,CHILD,CHILD,0,18,0.45,,,5,,Y
C10,FL,,ONE_ADULT,MALE,19,29,1.68,,,10,,Y
C10,FL,,ONE_ADULT,MALE,30,39,2.32,,,10,,Y
C10,FL,,ONE_ADULT,MALE,40,49,3.74,,,10,,Y
C10,FL,,ONE_ADULT,MALE,50,59,5.96,,,10,,Y
C10,FL,,ONE_ADULT,MALE,60,69,9.73,,,10,,Y
C10,FL,,ONE_ADULT,MALE,70,120,12.62,,,10,,Y
C10,FL,,ONE_ADULT,FEMALE,19,29,2.0,,,10,,Y
C10,FL,,ONE_ADULT,FEMALE,30,39,2.95,,,10,,Y
C10,FL,,ONE_ADULT,FEMALE,40,49,4.53,,,10,,Y
C10,FL,,ONE_ADULT,FEMALE,50,59,5.48,,,10,,Y
C10,FL,,ONE_ADULT,FEMALE,60,69,6.68,,,10,,Y
C10,FL,,ONE_ADULT,FEMALE,70,120,8.69,,,10,,Y
C10,FL,,TWO_ADULT,COUPLE,19,29,2.81,,,10,,Y
C10,FL,,TWO_ADULT,COUPLE,30,39,4.39,,,10,,Y
C10,FL,,TWO_ADULT,COUPLE,40,49,7.4,,,10,,Y
C10,FL,,TWO_ADULT,COUPLE,50,59,10.57,,,10,,Y
C10,FL,,TWO_ADULT,COUPLE,60,69,15.53,,,10,,Y
C10,FL,,TWO_ADULT,COUPLE,70,120,20.43,,,10,,Y
C10,FL,,CHILD,CHILD,0,18,0.89,,,10,,Y
C10,FL,,ONE_ADULT,MALE,19,29,2.09,,,15,,Y
C10,FL,,ONE_ADULT,MALE,30,39,3.04,,,15,,Y
C10,FL,,ONE_ADULT,MALE,40,49,5.18,,,15,,Y
C10,FL,,ONE_ADULT,MALE,50,59,8.5,,,15,,Y
C10,FL,,ONE_ADULT,MALE,60,69,14.15,,,15,,Y
C10,FL,,ONE_ADULT,MALE,70,120,18.49,,,15,,Y
C10,FL,,ONE_ADULT,FEMALE,19,29,2.56,,,15,,Y
C10,FL,,ONE_ADULT,FEMALE,30,39,3.99,,,15,,Y
C10,FL,,ONE_ADULT,FEMALE,40,49,6.36,,,15,,Y
C10,FL,,ONE_ADULT,FEMALE,50,59,7.79,,,15,,Y
C10,FL,,ONE_ADULT,FEMALE,60,69,9.59,,,15,,Y
C10,FL,,ONE_ADULT,FEMALE,70,120,12.6,,,15,,Y
C10,FL,,TWO_ADULT,COUPLE,19,29,3.78,,,15,,Y
C10,FL,,TWO_ADULT,COUPLE,30,39,6.15,,,15,,Y
C10,FL,,TWO_ADULT,COUPLE,40,49,10.66,,,15,,Y
C10,FL,,TWO_ADULT,COUPLE,50,59,15.41,,,15,,Y
C10,FL,,TWO_ADULT,COUPLE,60,69,22.86,,,15,,Y
C10,FL,,TWO_ADULT,COUPLE,70,120,30.21,,,15,,Y
C10,FL,,CHILD,CHILD,0,18,1.34,,,15,,Y
C10,FL,,ONE_ADULT,MALE,19,29,2.49,,,20,,Y
C10,FL,,ONE_ADULT,MALE,30,39,3.76,,,20,,Y
C10,FL,,ONE_ADULT,MALE,40,49,6.61,,,20,,Y
C10,FL,,ONE_ADULT,MALE,50,59,11.04,,,20,,Y
C10,FL,,ONE_ADULT,MALE,60,69,18.58,,,20,,Y
C10,FL,,ONE_ADULT,MALE,70,120,24.36,,,20,,Y
C10,FL,,ONE_ADULT,FEMALE,19,29,3.13,,,20,,Y
C10,FL,,ONE_ADULT,FEMALE,30,39,5.03,,,20,,Y
C10,FL,,ONE_ADULT,FEMALE,40,49,8.19,,,20,,Y
C10,FL,,ONE_ADULT,FEMALE,50,59,10.09,,,20,,Y
C10,FL,,ONE_ADULT,FEMALE,60,69,12.49,,,20,,Y
C10,FL,,ONE_ADULT,FEMALE,70,120,16.51,,,20,,Y
C10,FL,,TWO_ADULT,COUPLE,19,29,4.74,,,20,,Y
C10,FL,,TWO_ADULT,COUPLE,30,39,7.91,,,20,,Y
C10,FL,,TWO_ADULT,COUPLE,40,49,13.33,,,20,,Y
C10,FL,,TWO_ADULT,COUPLE,50,59,20.26,,,20,,Y
C10,FL,,TWO_ADULT,COUPLE,60,69,30.19,,,20,,Y
C10,FL,,TWO_ADULT,COUPLE,70,120,39.99,,,20,,Y
C10,FL,,CHILD,CHILD,0,18,1.78,,,20,,Y
C10,FL,,ONE_ADULT,MALE,19,29,3.3,,,30,,Y
C10,FL,,ONE_ADULT,MALE,30,39,5.2,,,30,,Y
C10,FL,,ONE_ADULT,MALE,40,49,9.48,,,30,,Y
C10,FL,,ONE_ADULT,MALE,50,59,16.13,,,30,,Y
C10,FL,,ONE_ADULT,MALE,60,69,27.43,,,30,,Y
C10,FL,,ONE_ADULT,MALE,70,120,36.1,,,30,,Y
C10,FL,,ONE_ADULT,FEMALE,19,29,4.25,,,30,,Y
C10,FL,,ONE_ADULT,FEMALE,30,39,7.1,,,30,,Y
C10,FL,,ONE_ADULT,FEMALE,40,49,11.85,,,30,,Y
C10,FL,,ONE_ADULT,FEMALE,50,59,14.7,,,30,,Y
C10,FL,,ONE_ADULT,FEMALE,60,69,18.3,,,30,,Y
C10,FL,,ONE_ADULT,FEMALE,70,120,24.33,,,30,,Y
C10,FL,,TWO_ADULT,COUPLE,19,29,6.68,,,30,,Y
C10,FL,,TWO_ADULT,COUPLE,30,39,11.43,,,30,,Y
C10,FL,,TWO_ADULT,COUPLE,40,49,20.45,,,30,,Y
C10,FL,,TWO_ADULT,COUPLE,50,59,29.35,,,30,,Y
C10,FL,,TWO_ADULT,COUPLE,60,69,44.85,,,30,,Y
C10,FL,,TWO_ADULT,COUPLE,70,120,59.55,,,30,,Y
C10,FL,,CHILD,CHILD,0,18,2.68,,,30,,Y
C20,FL,,IND,MALE,18,34,3.0,,10000,,,Y
C20,FL,,IND,MALE,35,39,5.0,,10000,,,Y
C20,FL,,IND,MALE,40,44,8.0,,10000,,,Y
C20,FL,,IND,MALE,45,49,12.0,,10000,,,Y
C20,FL,,IND,MALE,50,54,18.0,,10000,,,Y
C20,FL,,IND,MALE,55,59,22.0,,10000,,,Y
C20,FL,,IND,MALE,60,64,24.0,,10000,,,Y
C20,FL,,IND,FEMALE,18,34,7.0,,10000,,,Y
C20,FL,,IND,FEMALE,35,39,9.0,,10000,,,Y
C20,FL,,IND,FEMALE,40,44,12.0,,10000,,,Y
C20,FL,,IND,FEMALE,45,49,16.0,,10000,,,Y
C20,FL,,IND,FEMALE,50,54,18.0,,10000,,,Y
C20,FL,,IND,FEMALE,55,59,22.0,,10000,,,Y
C20,FL,,IND,FEMALE,60,64,24.0,,10000,,,Y
C20,FL,,CHILD,CHILD,0,18,1.0,,10000,,,Y
C20,FL,,IND,MALE,18,34,7.5,,25000,,,Y
C20,FL,,IND,MALE,35,39,12.5,,25000,,,Y
C20,FL,,IND,MALE,40,44,20.0,,25000,,,Y
C20,FL,,IND,MALE,45,49,30.0,,25000,,,Y
C20,FL,,IND,MALE,50,54,45.0,,25000,,,Y
C20,FL,,IND,MALE,55,59,55.0,,25000,,,Y
C20,FL,,IND,MALE,60,64,60.0,,25000,,,Y
C20,FL,,IND,FEMALE,18,34,17.5,,25000,,,Y
C20,FL,,IND,FEMALE,35,39,22.5,,25000,,,Y
C20,FL,,IND,FEMALE,40,44,30.0,,25000,,,Y
C20,FL,,IND,FEMALE,45,49,40.0,,25000,,,Y
C20,FL,,IND,FEMALE,50,54,45.0,,25000,,,Y
C20,FL,,IND,FEMALE,55,59,55.0,,25000,,,Y
C20,FL,,IND,FEMALE,60,64,60.0,,25000,,,Y
C20,FL,,CHILD,CHILD,0,18,2.5,,25000,,,Y
C20,FL,,IND,MALE,18,34,15.0,,50000,,,Y
C20,FL,,IND,MALE,35,39,25.0,,50000,,,Y
C20,FL,,IND,MALE,40,44,40.0,,50000,,,Y
C20,FL,,IND,MALE,45,49,60.0,,50000,,,Y
C20,FL,,IND,MALE,50,54,90.0,,50000,,,Y
C20,FL,,IND,MALE,55,59,110.0,,50000,,,Y
C20,FL,,IND,MALE,60,64,120.0,,50000,,,Y
C20,FL,,IND,FEMALE,18,34,35.0,,50000,,,Y
C20,FL,,IND,FEMALE,35,39,45.0,,50000,,,Y
C20,FL,,IND,FEMALE,40,44,60.0,,50000,,,Y
C20,FL,,IND,FEMALE,45,49,80.0,,50000,,,Y
C20,FL,,IND,FEMALE,50,54,90.0,,50000,,,Y
C20,FL,,IND,FEMALE,55,59,110.0,,50000,,,Y
C20,FL,,IND,FEMALE,60,64,120.0,,50000,,,Y
C20,FL,,CHILD,CHILD,0,18,5.0,,50000,,,Y
H34,FL,BASE,IND,MALE,19,34,1.33,50,,,,Y
H34,FL,BASE,IND,MALE,35,44,2.38,50,,,,Y
H34,FL,BASE,IND,MALE,45,54,3.96,50,,,,Y
H34,FL,BASE,IND,MALE,55,59,6.02,50,,,,Y
H34,FL,BASE,IND,MALE,60,64,8.97,50,,,,Y
H34,FL,BASE,IND,MALE,65,69,12.08,50,,,,Y
H34,FL,BASE,IND,MALE,70,74,14.84,50,,,,Y
H34,FL,BASE,IND,MALE,75,80,17.75,50,,,,Y
H34,FL,BASE,IND,FEMALE,19,34,2.31,50,,,,Y
H34,FL,BASE,IND,FEMALE,35,44,3.7,50,,,,Y
H34,FL,BASE,IND,FEMALE,45,54,4.65,50,,,,Y
H34,FL,BASE,IND,FEMALE,55,59,5.86,50,,,,Y
H34,FL,BASE,IND,FEMALE,60,64,8.29,50,,,,Y
H34,FL,BASE,IND,FEMALE,65,69,11.39,50,,,,Y
H34,FL,BASE,IND,FEMALE,70,74,14.18,50,,,,Y
H34,FL,BASE,IND,FEMALE,75,80,17.13,50,,,,Y
H34,FL,BASE,IND,MALE,19,34,1.99,75,,,,Y
H34,FL,BASE,IND,MALE,35,44,3.57,75,,,,Y
H34,FL,BASE,IND,MALE,45,54,5.94,75,,,,Y
H34,FL,BASE,IND,MALE,55,59,9.03,75,,,,Y
H34,FL,BASE,IND,MALE,60,64,13.46,75,,,,Y
H34,FL,BASE,IND,MALE,65,69,18.13,75,,,,Y
H34,FL,BASE,IND,MALE,70,74,22.26,75,,,,Y
H34,FL,BASE,IND,MALE,75,80,26.62,75,,,,Y
H34,FL,BASE,IND,FEMALE,19,34,3.46,75,,,,Y
H34,FL,BASE,IND,FEMALE,35,44,5.56,75,,,,Y
H34,FL,BASE,IND,FEMALE,45,54,6.98,75,,,,Y
H34,FL,BASE,IND,FEMALE,55,59,8.79,75,,,,Y
H34,FL,BASE,IND,FEMALE,60,64,12.44,75,,,,Y
H34,FL,BASE,IND,FEMALE,65,69,17.08,75,,,,Y
H34,FL,BASE,IND,FEMALE,70,74,21.26,75,,,,Y
H34,FL,BASE,IND,FEMALE,75,80,25.7,75,,,,Y
H34,FL,BASE,IND,MALE,19,34,2.65,100,,,,Y
H34,FL,BASE,IND,MALE,35,44,4.76,100,,,,Y
H34,FL,BASE,IND,MALE,45,54,7.92,100,,,,Y
H34,FL,BASE,IND,MALE,55,59,12.03,100,,,,Y
H34,FL,BASE,IND,MALE,60,64,17.94,100,,,,Y
H34,FL,BASE,IND,MALE,65,69,24.17,100,,,,Y
H34,FL,BASE,IND,MALE,70,74,29.68,100,,,,Y
H34,FL,BASE,IND,MALE,75,80,35.49,100,,,,Y
H34,FL,BASE,IND,FEMALE,19,34,4.62,100,,,,Y
H34,FL,BASE,IND,FEMALE,35,44,7.41,100,,,,Y
H34,FL,BASE,IND,FEMALE,45,54,9.31,100,,,,Y
H34,FL,BASE,IND,FEMALE,55,59,11.73,100,,,,Y
H34,FL,BASE,IND,FEMALE,60,64,16.58,100,,,,Y
H34,FL,BASE,IND,FEMALE,65,69,22.78,100,,,,Y
H34,FL,BASE,IND,FEMALE,70,74,28.35,100,,,,Y
H34,FL,BASE,IND,FEMALE,75,80,34.27,100,,,,Y
H34,FL,BASE,IND,MALE,19,34,3.98,150,,,,Y
H34,FL,BASE,IND,MALE,35,44,7.14,150,,,,Y
H34,FL,BASE,IND,MALE,45,54,11.88,150,,,,Y
H34,FL,BASE,IND,MALE,55,59,18.05,150,,,,Y
H34,FL,BASE,IND,MALE,60,64,26.91,150,,,,Y
H34,FL,BASE,IND,MALE,65,69,36.25,150,,,,Y
H34,FL,BASE,IND,MALE,70,74,44.51,150,,,,Y
H34,FL,BASE,IND,MALE,75,80,53.24,150,,,,Y
H34,FL,BASE,IND,FEMALE,19,34,6.93,150,,,,Y
H34,FL,BASE,IND,FEMALE,35,44,11.11,150,,,,Y
H34,FL,BASE,IND,FEMALE,45,54,13.96,150,,,,Y
H34,FL,BASE,IND,FEMALE,55,59,17.59,150,,,,Y
H34,FL,BASE,IND,FEMALE,60,64,24.88,150,,,,Y
H34,FL,BASE,IND,FEMALE,65,69,34.16,150,,,,Y
H34,FL,BASE,IND,FEMALE,70,74,42.53,150,,,,Y
H34,FL,BASE,IND,FEMALE,75,80,51.4,150,,,,Y
A71,NC,BASE,IND,,18,49,2.38,100,,,,Y
A71,NC,BASE,FAM,,18,49,4.75,100,,,,Y
A71,NC,BASE,IND,,50,59,2.63,100,,,,Y
A71,NC,BASE,FAM,,50,59,5.25,100,,,,Y
A71,NC,BASE,IND,,60,64,3.25,100,,,,Y
A71,NC,BASE,FAM,,60,64,6.25,100,,,,Y
A71,NC,BASE,IND,,65,120,6.25,100,,,,Y
A71,NC,BASE,FAM,,65,120,12.25,100,,,,Y
A71,NC,RECUP,IND,,18,49,3.25,100,,,,Y
A71,NC,RECUP,FAM,,18,49,6.63,100,,,,Y
A71,NC,RECUP,IND,,50,59,3.63,100,,,,Y
A71,NC,RECUP,FAM,,50,59,7.38,100,,,,Y
A71,NC,RECUP,IND,,60,64,4.38,100,,,,Y
A71,NC,RECUP,FAM,,60,64,8.5,100,,,,Y
A71,NC,DOUBLE_RECUP,IND,,18,49,4.13,100,,,,Y
A71,NC,DOUBLE_RECUP,FAM,,18,49,8.5,100,,,,Y
A71,NC,DOUBLE_RECUP,IND,,50,59,4.63,100,,,,Y
A71,NC,DOUBLE_RECUP,FAM,,50,59,9.5,100,,,,Y
A71,NC,DOUBLE_RECUP,IND,,60,64,5.5,100,,,,Y
A71,NC,DOUBLE_RECUP,FAM,,60,64,10.75,100,,,,Y
A71,NC,BASE,IND,,18,49,4.5,200,,,,Y
A71,NC,BASE,FAM,,18,49,9.25,200,,,,Y
